Syl : Freq_in_tokens : Freq_in_corpus
गअळआ : 2 : 685
णउकआ : 2 : 982
सअंधयआ : 2 : 660
धयआकआ : 2 : 660
रआहऊ : 2 : 1028
जयअपआ : 2 : 556
पऋथवई : 2 : 763
सअजजअ : 2 : 733
पअरऊ : 2 : 817
रअदए : 2 : 842
दउरगअ : 2 : 848
तएवआ : 2 : 560
दअशअ : 2 : 739
ईअं : 2 : 621
तअकयआ : 2 : 740
लआसआ : 2 : 813
मअहए : 2 : 755
मअचई : 2 : 871
ओबआ : 2 : 624
नओरअं : 2 : 920
दइशआ : 2 : 632
सथइरअ : 2 : 614
सतरइयआ : 2 : 743
कइरअ : 2 : 805
घअनअ : 2 : 884
शऐलई : 2 : 656
षअयआ : 2 : 678
उसअ : 2 : 676
वआडआ : 2 : 685
वइणए : 2 : 595
समआरटअ : 2 : 894
धइवए : 2 : 695
करआअं : 2 : 608
गआडयआ : 2 : 610
घउसअ : 2 : 627
नएनए : 2 : 702
डइतअ : 2 : 797
मइळऊ : 2 : 940
ळऊनअ : 2 : 758
गअळअं : 2 : 700
वअरलडअ : 2 : 628
मआसए : 2 : 725
नओटआ : 2 : 717
धअमअ : 2 : 590
जआणई : 2 : 594
णईवअ : 2 : 594
सअरए : 2 : 562
पअकषई : 2 : 571
कअरषअ : 2 : 799
रषअकअ : 2 : 630
परएरअ : 2 : 576
दइरआ : 2 : 769
रअडअ : 2 : 672
आशइ : 2 : 688
पअततई : 2 : 662
मएवअ : 2 : 678
लअढआ : 2 : 787
जअबअ : 2 : 837
शअभअ : 2 : 624
सअंतओ : 2 : 545
तओषअ : 2 : 545
बऑलअ : 2 : 708
सआवई : 2 : 548
सइडअ : 2 : 592
पअवइ : 2 : 661
भआगऋ : 2 : 829
गऋहआ : 2 : 621
कओणआ : 2 : 704
गओळई : 2 : 675
डइझआ : 2 : 614
खअरआ : 2 : 829
इथअ : 2 : 660
पअयअ : 2 : 689
रअपअं : 2 : 562
रअमए : 2 : 565
मएशअ : 2 : 646
चआहअ : 2 : 674
गआळअ : 2 : 567
मइशरअ : 2 : 796
मऊलअ : 2 : 831
यउरओ : 2 : 633
डइयअ : 2 : 680
खओलअ : 2 : 613
सअभअ : 2 : 614
रऊणअ : 2 : 533
तइबअं : 2 : 645
वअढई : 2 : 543
भइयआ : 2 : 594
सआइ : 2 : 637
गओवयआ : 2 : 743
दअसतअ : 2 : 810
मओरए : 2 : 829
जअंगअ : 2 : 659
मउददए : 2 : 537
वयआजअ : 2 : 599
अभआ : 2 : 609
भआषए : 2 : 836
जआहइ : 2 : 771
हइरआ : 2 : 771
षइतअ : 2 : 525
पअंकअ : 2 : 565
शअपअ : 2 : 602
दअवई : 2 : 565
सटएटअ : 2 : 543
सउवअ : 2 : 589
कषअणई : 2 : 688
मअनए : 2 : 539
मइनअ : 2 : 510
घऊनअ : 2 : 726
चऊकअ : 2 : 807
मइकए : 2 : 730
भआसअ : 2 : 622
तइथअ : 2 : 598
जअयअं : 2 : 707
तकआळअ : 2 : 670
सअरवए : 2 : 497
सतअवअ : 2 : 586
सअयआ : 2 : 529
जअममऊ : 2 : 671
दआनआ : 2 : 766
जआगई : 2 : 626
पऋषठअ : 2 : 658
सओयई : 2 : 659
चअतअ : 2 : 661
घअसअ : 2 : 647
ठअलयआ : 2 : 685
करइयए : 2 : 621
कऊरअ : 2 : 630
कआमआ : 2 : 517
डअकई : 2 : 596
रअखअं : 2 : 580
शइषटयअ : 2 : 540
बअळए : 2 : 529
कआवअ : 2 : 739
रअचआ : 2 : 493
वइशरआ : 2 : 498
खइलअ : 2 : 483
पउढआ : 2 : 573
दओघए : 2 : 698
ऑरडअ : 2 : 649
आफरइ : 2 : 548
वआअं : 2 : 558
दउखआ : 2 : 523
बइनअ : 2 : 509
हअतए : 2 : 616
ळयआअं : 2 : 631
वअडआ : 2 : 633
मइसअ : 2 : 632
आवइ : 2 : 701
तअतकआ : 2 : 643
छआयआ : 2 : 480
लअलए : 2 : 616
णअजई : 2 : 547
बईआ : 2 : 516
हअरइ : 2 : 565
रयआदअ : 2 : 485
मअपअं : 2 : 610
हअतयए : 2 : 619
नअपआ : 2 : 476
कआनए : 2 : 643
बआपअ : 2 : 561
गअलअं : 2 : 635
यअवअ : 2 : 546
असतइ : 2 : 710
पउलअ : 2 : 600
लआयअ : 2 : 616
कषअरअ : 2 : 687
भऊषअ : 2 : 451
णईतअ : 2 : 626
रआतरअ : 2 : 514
गणआअं : 2 : 531
डऑलअ : 2 : 591
रअवई : 2 : 708
लअंयअ : 2 : 613
सथएतअ : 2 : 482
जआगऋ : 2 : 646
वइधई : 2 : 543
झअटअ : 2 : 466
कआलई : 2 : 469
दआजई : 2 : 619
तआळअ : 2 : 490
अंकआ : 2 : 661
टआटआ : 2 : 459
लअचआ : 2 : 502
दअरआ : 2 : 688
रआबआ : 2 : 568
तअडअ : 2 : 487
सअपआ : 2 : 511
अंतयअ : 2 : 526
पअमअ : 2 : 503
धअलए : 2 : 466
पअडऊ : 2 : 644
वयआपअ : 2 : 639
खआणअ : 2 : 552
अरए : 2 : 445
वआवअ : 2 : 510
रअहइ : 2 : 588
रएखआ : 2 : 461
अंदरआ : 2 : 437
दरआतअ : 2 : 649
मउसअ : 2 : 545
कओपअ : 2 : 458
अंढअ : 2 : 605
बअरआ : 2 : 587
मअजआ : 2 : 482
सआचआ : 2 : 608
पआरअं : 2 : 532
डओकए : 2 : 532
वअगअ : 2 : 652
बइअं : 2 : 487
धअणयआ : 2 : 546
अकअ : 2 : 457
यअंपआ : 2 : 529
सऋषटई : 2 : 441
तरआअं : 2 : 500
कओनअ : 2 : 502
यअकओ : 2 : 617
पअसअं : 2 : 575
नहएगआ : 2 : 567
कएजअ : 2 : 501
रईवआ : 2 : 453
जअरमअ : 2 : 547
पऐशआ : 2 : 631
यओगआ : 2 : 528
दआयई : 2 : 481
तरइमअं : 2 : 555
शअबदआ : 2 : 623
बऑमबअ : 2 : 520
यईनअ : 2 : 526
आकषए : 2 : 473
कऊलअ : 2 : 435
वऐधअ : 2 : 479
सअंवए : 2 : 414
ईपअ : 2 : 560
हऑसपइ : 2 : 541
सपइटअ : 2 : 541
नऍशअ : 2 : 456
हअसतअ : 2 : 584
हइनआ : 2 : 489
शरईलअं : 2 : 455
लअंकए : 2 : 481
हअसई : 2 : 443
सईलअ : 2 : 443
लअदआ : 2 : 458
धईरअ : 2 : 536
हइमअ : 2 : 458
सऊचइ : 2 : 515
सअंखयअ : 2 : 478
बअंडअ : 2 : 601
मउदरआ : 2 : 430
उतसउ : 2 : 522
तसउकअ : 2 : 522
डअतओ : 2 : 470
गअवआ : 2 : 569
रआसआ : 2 : 538
जएटअ : 2 : 588
परइयआ : 2 : 543
सवअरआ : 2 : 474
चआरयअ : 2 : 472
अंदइ : 2 : 574
बईसई : 2 : 477
सअसथआ : 2 : 476
चअळअ : 2 : 581
यआधई : 2 : 411
धईशअ : 2 : 411
मएळआ : 2 : 462
एटई : 2 : 415
टईए : 2 : 415
दआवअ : 2 : 428
सअरजअ : 2 : 459
खआदयअ : 2 : 441
वअलओ : 2 : 409
दवइतई : 2 : 450
दउरअ : 2 : 400
पअंढअ : 2 : 429
ढअरअ : 2 : 568
दआदअ : 2 : 585
डअथअ : 2 : 458
चऔकआ : 2 : 570
रथअवयअ : 2 : 576
लअणआ : 2 : 410
अंधऊ : 2 : 474
गआडअ : 2 : 441
वइलआ : 2 : 424
लआसअ : 2 : 454
अंदयआ : 2 : 474
सउचअ : 2 : 409
नअमउ : 2 : 437
सअंसआ : 2 : 444
टईअं : 2 : 566
कएनए : 2 : 501
घओटआ : 2 : 577
सतआअं : 2 : 409
टआळआ : 2 : 387
कअंदअ : 2 : 424
पअळऊ : 2 : 444
रअबई : 2 : 429
सकऊलअ : 2 : 449
नइदअ : 2 : 411
रशअनआ : 2 : 547
मउळअं : 2 : 546
दअंबअ : 2 : 455
भअयअ : 2 : 454
हइणई : 2 : 382
नइषठअ : 2 : 498
पअहअ : 2 : 541
भएदअ : 2 : 494
भइयअं : 2 : 384
वअढआ : 2 : 386
पअवअ : 2 : 460
तईशअ : 2 : 437
ईडई : 2 : 382
रअळई : 2 : 447
अगनइ : 2 : 500
शअमअ : 2 : 388
पअततआ : 2 : 502
ठअवआ : 2 : 475
हआयउ : 2 : 399
हएरई : 2 : 387
चअलए : 2 : 477
सअंमए : 2 : 520
पआरटअ : 2 : 375
रअतनअ : 2 : 401
रओमअ : 2 : 366
धआडअ : 2 : 426
सवआभइ : 2 : 467
मओटआ : 2 : 451
मअंचअ : 2 : 384
दअपअ : 2 : 435
दअततआ : 2 : 409
आततआ : 2 : 417
दउरदऐ : 2 : 489
सआलआ : 2 : 421
गउनहयआ : 2 : 444
सअंसकआ : 2 : 444
ठअलआ : 2 : 462
तइघआ : 2 : 425
अनओ : 2 : 368
बओलऊ : 2 : 511
बऍटअ : 2 : 497
वआयआ : 2 : 432
ळआवअ : 2 : 373
उषणअ : 2 : 430
कअलई : 2 : 474
धयआपअ : 2 : 394
मआगआ : 2 : 359
गआसअ : 2 : 359
रअपए : 2 : 443
पएठअ : 2 : 464
यअनसअ : 2 : 399
कअतई : 2 : 492
मअसथआ : 2 : 498
परअजआ : 2 : 446
हअतओ : 2 : 413
अफअ : 2 : 442
अंडओ : 2 : 349
रइअं : 2 : 484
नइरधआ : 2 : 487
ळअतई : 2 : 421
हआसआ : 2 : 388
शइजअ : 2 : 356
दउरघअ : 2 : 484
रघअटअ : 2 : 484
शइकआ : 2 : 378
नइरओ : 2 : 475
रऊमअ : 2 : 390
रइअ : 2 : 436
गएशअ : 2 : 480
इफअ : 2 : 361
रपअणअ : 2 : 488
लअई : 2 : 347
डअदयआ : 2 : 369
लअणए : 2 : 440
सअमई : 2 : 416
वअनइ : 2 : 375
टअरई : 2 : 372
अंडउ : 2 : 428
वआजए : 2 : 428
हअतई : 2 : 472
परअमओ : 2 : 353
गअंधअ : 2 : 408
पएरअ : 2 : 430
रइचअ : 2 : 335
चअयअ : 2 : 351
टअलआ : 2 : 423
लअकआ : 2 : 380
बएकआ : 2 : 457
सवअरअ : 2 : 416
टऑपअ : 2 : 403
सतयआअं : 2 : 380
सतआवइ : 2 : 352
तइकआ : 2 : 333
वआटए : 2 : 366
भअंगअ : 2 : 358
सथअगइ : 2 : 331
दएखअ : 2 : 415
बअसआ : 2 : 443
परआधइ : 2 : 377
गईदआ : 2 : 397
कअंतरआ : 2 : 431
तरआटअ : 2 : 431
वआळअ : 2 : 416
जअरए : 2 : 329
वआखआ : 2 : 410
कऍनअ : 2 : 389
नएशवअ : 2 : 359
लअंबइ : 2 : 443
बइतअ : 2 : 443
खअणयआ : 2 : 306
वअढयआ : 2 : 382
टअंचआ : 2 : 354
चआई : 2 : 354
पऊजअ : 2 : 324
धओकयआ : 2 : 387
नइलअं : 2 : 373
तअलअ : 2 : 325
थअलयआ : 2 : 412
सतअनअ : 2 : 324
आशरअ : 2 : 359
दऔऱयआ : 2 : 404
कअजअ : 2 : 365
नआबआ : 2 : 388
ठअवइ : 2 : 367
कआदअ : 2 : 309
दअमई : 2 : 385
चअंदअ : 2 : 344
टओपअ : 2 : 336
खएरई : 2 : 309
फएडअ : 2 : 323
पउतअ : 2 : 380
ऊअं : 2 : 357
फआई : 2 : 375
पआलआ : 2 : 249
डअणई : 2 : 388
लऑजई : 2 : 306
ढअलयआ : 2 : 397
दअरई : 2 : 340
जआअं : 2 : 382
सइदधआ : 2 : 389
दधआअं : 2 : 342
बअरगअ : 2 : 307
धआकअ : 2 : 306
णआतई : 2 : 389
तरइपअ : 2 : 318
हअरषअ : 2 : 349
लहअयअ : 2 : 267
लआमई : 2 : 371
वअरतउ : 2 : 293
नअनअ : 2 : 296
पआरइ : 2 : 360
कउअं : 2 : 378
अंभअ : 2 : 373
हआसअं : 2 : 324
रआळअ : 2 : 321
रतअमआ : 2 : 345
डइकअ : 2 : 346
रअसइ : 2 : 362
मअचअं : 2 : 387
सउलअ : 2 : 307
मउददयआ : 2 : 357
फइटअ : 2 : 334
कअमइ : 2 : 309
फअवआ : 2 : 308
बआटअ : 2 : 301
रयअकषअ : 2 : 341
शअवअं : 2 : 355
डइटअ : 2 : 325
वअसऐ : 2 : 332
ऱयआवअ : 2 : 377
ठएतअ : 2 : 355
भरअमअ : 2 : 347
पअठआ : 2 : 309
पअननअ : 2 : 369
वहऑटसअ : 2 : 283
रएखअ : 2 : 352
चअणयआ : 2 : 332
जयअसअ : 2 : 339
नईयअ : 2 : 354
रयअतअ : 2 : 331
बऍनअ : 2 : 350
ळआवआ : 2 : 340
लआकअ : 2 : 340
वअकआ : 2 : 320
ढअणआ : 2 : 322
तअमआ : 2 : 282
नइटआ : 2 : 355
मइशअ : 2 : 297
सअखओ : 2 : 330
बअटअ : 2 : 336
ऑलइ : 2 : 283
रअशई : 2 : 320
पइशअ : 2 : 320
कअरतआ : 2 : 338
सअपई : 2 : 316
अंनअं : 2 : 344
डईए : 2 : 277
सइधदअ : 2 : 338
फऔजअ : 2 : 284
णयआअं : 2 : 299
कइनआ : 2 : 282
धअबअ : 2 : 344
शवअसअ : 2 : 296
अंभई : 2 : 293
अभअ : 2 : 285
सअंयओ : 2 : 273
अलइ : 2 : 298
शआनअ : 2 : 262
सएवइ : 2 : 266
वइषआ : 2 : 293
षआरअ : 2 : 287
रअटयआ : 2 : 278
षइकअ : 2 : 313
टएडअ : 2 : 284
आमइ : 2 : 295
एकए : 2 : 319
मअसआ : 2 : 316
नअलओ : 2 : 285
मऊतरअ : 2 : 303
आजऊ : 2 : 265
जऊबआ : 2 : 265
पऐलऊ : 2 : 301
कउशअ : 2 : 292
चअतउ : 2 : 293
कअबअ : 2 : 278
कतइमअ : 2 : 292
भआकअ : 2 : 290
फआइ : 2 : 256
तअटअ : 2 : 266
शआलई : 2 : 277
डएशअ : 2 : 257
अनआ : 2 : 245
वइकरए : 2 : 243
चआरइ : 2 : 281
शअवअ : 2 : 244
वइनअ : 2 : 269
षकआरअ : 2 : 252
नएसअ : 2 : 252
जएतए : 2 : 273
तएपअ : 2 : 273
शइषयअ : 2 : 269
बअटआ : 2 : 247
वअघए : 2 : 248
रभअधआ : 2 : 232
वहअलअ : 2 : 224
लअवइ : 2 : 194
अपरअ : 2 : 257
आमअं : 2 : 253
पआहउ : 2 : 255
भअयआ : 2 : 243
नएअं : 2 : 252
गओदआ : 2 : 246
अधयआ : 2 : 246
आटओ : 2 : 221
रघअकआ : 2 : 240
दआमअ : 2 : 235
छआवअ : 2 : 215
मऍनए : 2 : 218
नएजअ : 2 : 218
नउसअ : 2 : 209
तयअयअ : 2 : 221
लएअं : 2 : 207
कऑरपओ : 2 : 212
रपओरए : 2 : 212
जअनई : 2 : 204
मअए : 2 : 209
पपअरअ : 2 : 199
वअरगई : 2 : 200
रगईयअ : 2 : 200
आणइ : 1 : 81356
हएतअ : 1 : 32487
हओतए : 1 : 22412
आलआ : 1 : 22002
कएलई : 1 : 18933
आचयआ : 1 : 17020
आचई : 1 : 15562
कएलआ : 1 : 14188
आचए : 1 : 13100
आनए : 1 : 11992
मआतरअ : 1 : 11866
अंवआ : 1 : 10008
आलई : 1 : 9912
झआलई : 1 : 9614
अशई : 1 : 9311
अशआ : 1 : 9266
झआलआ : 1 : 9249
सएचअ : 1 : 8535
इकअ : 1 : 7359
आतई : 1 : 7257
यएथए : 1 : 7125
कअमई : 1 : 6757
दएखई : 1 : 5954
खईलअ : 1 : 5954
नइरणअ : 1 : 5854
रणअयअ : 1 : 5854
सवअतअ : 1 : 5832
यएथई : 1 : 5558
परअयअ : 1 : 5547
यअतनअ : 1 : 5547
फअकतअ : 1 : 5378
आमहई : 1 : 5234
तयआलआ : 1 : 5188
वइवइ : 1 : 4897
वइधअ : 1 : 4897
पआटई : 1 : 4757
टईलअ : 1 : 4757
बअंदअ : 1 : 4658
जआतए : 1 : 4637
लईसअ : 1 : 4560
पउनहआ : 1 : 4552
सअधयआ : 1 : 4261
गअणई : 1 : 4154
ईयअ : 1 : 4124
जआसतअ : 1 : 4035
णआलए : 1 : 3993
मआझयआ : 1 : 3880
लइसअ : 1 : 3736
वयअकतअ : 1 : 3663
मअगअ : 1 : 3653
आतऊ : 1 : 3593
मओठयआ : 1 : 3585
रअंतउ : 1 : 3585
यआचई : 1 : 3570
कएवअ : 1 : 3538
चअरचआ : 1 : 3495
रवआतअ : 1 : 3484
भएटअ : 1 : 3455
हइजए : 1 : 3448
यआचआ : 1 : 3412
वईनअ : 1 : 3283
रएलवए : 1 : 3222
आमउ : 1 : 3194
हओतअं : 1 : 3132
रओजई : 1 : 3117
रआठई : 1 : 3093
ईचयआ : 1 : 3079
मआजई : 1 : 3006
हओतओ : 1 : 3005
दओनहई : 1 : 3004
तउमहई : 1 : 2966
पअलअ : 1 : 2863
लअबधअ : 1 : 2863
खअरचअ : 1 : 2857
पउणए : 1 : 2850
तइचयआ : 1 : 2828
डअणऊ : 1 : 2825
जआहई : 1 : 2818
हईरअ : 1 : 2818
तयआचई : 1 : 2798
कयअतआ : 1 : 2762
यआसआ : 1 : 2753
उचचअ : 1 : 2738
मइकआ : 1 : 2729
लअकषआ : 1 : 2719
तयआहई : 1 : 2711
नअयए : 1 : 2660
आवए : 1 : 2646
तआसअ : 1 : 2642
तयआचए : 1 : 2635
मऋतयऊ : 1 : 2630
इकआ : 1 : 2626
अगअ : 1 : 2595
उरअ : 1 : 2589
जअकई : 1 : 2568
यएई : 1 : 2564
गओषटई : 1 : 2548
मआवए : 1 : 2543
सअंपऊ : 1 : 2543
मओठआ : 1 : 2531
यआमउ : 1 : 2528
रएदई : 1 : 2488
आरथइ : 1 : 2474
रथइकअ : 1 : 2474
परएमअ : 1 : 2472
कषएतरअ : 1 : 2451
कअसए : 1 : 2447
मआगए : 1 : 2409
वअशई : 1 : 2404
णअखई : 1 : 2395
आळअ : 1 : 2393
लयआलआ : 1 : 2352
फओटओ : 1 : 2307
रओगयअ : 1 : 2262
ऊरअ : 1 : 2239
अरजअ : 1 : 2210
यआबआ : 1 : 2207
कअतओ : 1 : 2190
शअबदअ : 1 : 2172
जअनमअ : 1 : 2165
आदए : 1 : 2158
परआपतअ : 1 : 2158
पअलए : 1 : 2157
हइतयअ : 1 : 2144
दइरअ : 1 : 2130
गएलआ : 1 : 2125
तइलआ : 1 : 2111
जआतओ : 1 : 2097
ईचआ : 1 : 2097
मअसयआ : 1 : 2082
वअरषए : 1 : 2058
बअंधइ : 1 : 2044
एकऊ : 1 : 2033
कऊणअ : 1 : 2033
पउढई : 1 : 2024
ढईलअ : 1 : 2024
गएलई : 1 : 2011
मओठई : 1 : 2009
यएतए : 1 : 2004
पअलई : 1 : 1998
नउभअ : 1 : 1996
पऐसए : 1 : 1992
गअंभई : 1 : 1990
भईरअ : 1 : 1990
दअसयअ : 1 : 1989
वअरगअ : 1 : 1978
सउदधआ : 1 : 1975
सअंधई : 1 : 1962
यआचअ : 1 : 1952
घअरई : 1 : 1930
अंहअ : 1 : 1926
आचअं : 1 : 1924
रआहउ : 1 : 1913
हउलअ : 1 : 1913
ओडअ : 1 : 1912
जयआतअ : 1 : 1908
रईरअ : 1 : 1904
मआतऊ : 1 : 1903
जआई : 1 : 1901
रउदधअ : 1 : 1899
हओतयआ : 1 : 1894
टईमअ : 1 : 1872
सआनअ : 1 : 1868
इयआ : 1 : 1859
गआडई : 1 : 1853
तइशअ : 1 : 1836
रयआयअ : 1 : 1831
नइरमइ : 1 : 1801
रमइतई : 1 : 1801
आलअं : 1 : 1794
नअरए : 1 : 1793
रएअं : 1 : 1793
तयआसआ : 1 : 1786
हअतऊ : 1 : 1781
तऊकअ : 1 : 1781
सथआनइ : 1 : 1780
ईनए : 1 : 1777
षअधअ : 1 : 1773
गओषटअ : 1 : 1756
गउनहआ : 1 : 1718
रओधई : 1 : 1712
खएरअ : 1 : 1683
मआजइ : 1 : 1681
सअंजअ : 1 : 1670
कअतरअ : 1 : 1666
लआभअ : 1 : 1658
शअकतई : 1 : 1653
टईकआ : 1 : 1647
अतयअं : 1 : 1645
तयअंतअ : 1 : 1645
रअककअ : 1 : 1642
आदई : 1 : 1641
नअगई : 1 : 1630
हऑटए : 1 : 1630
मउकतअ : 1 : 1607
चआलऊ : 1 : 1606
जयआतई : 1 : 1597
सतअकअ : 1 : 1596
रअसकआ : 1 : 1595
कआरए : 1 : 1593
एडअ : 1 : 1581
वइकरई : 1 : 1580
जआनए : 1 : 1578
नएवआ : 1 : 1578
ळआलई : 1 : 1566
तयआवए : 1 : 1564
लआगए : 1 : 1557
गएलअ : 1 : 1557
थएटअ : 1 : 1556
नआशइ : 1 : 1545
उदधअ : 1 : 1534
दधअवअ : 1 : 1534
ळअणआ : 1 : 1533
झआलअं : 1 : 1532
करआरअ : 1 : 1526
सओशअ : 1 : 1518
तइथए : 1 : 1516
रआभअ : 1 : 1507
पउरउ : 1 : 1505
रउषअ : 1 : 1505
यआरई : 1 : 1499
इरअ : 1 : 1493
आरथअ : 1 : 1488
लहयआतई : 1 : 1487
परअचअं : 1 : 1481
चअंडअ : 1 : 1481
ऑलअ : 1 : 1478
कयआतई : 1 : 1475
मओठए : 1 : 1470
अंदरई : 1 : 1469
दरईयअ : 1 : 1469
इथए : 1 : 1462
खअमई : 1 : 1459
झआडअ : 1 : 1457
तएथए : 1 : 1453
आवई : 1 : 1443
जआधअ : 1 : 1441
अननअ : 1 : 1436
ढऊनअ : 1 : 1429
टअतअ : 1 : 1428
ओनअ : 1 : 1425
मअगआ : 1 : 1422
रईहई : 1 : 1416
पअतनई : 1 : 1408
सउवइ : 1 : 1399
वआजई : 1 : 1396
फअळअ : 1 : 1393
दअकषइ : 1 : 1391
कषइणअ : 1 : 1391
शइरअ : 1 : 1388
आहओ : 1 : 1387
यएतओ : 1 : 1385
रअकषआ : 1 : 1382
आऱयआ : 1 : 1382
परअचआ : 1 : 1382
डइसए : 1 : 1377
दयआरथई : 1 : 1376
फउलअ : 1 : 1372
मऊळअ : 1 : 1370
जअतआ : 1 : 1369
सवअपनअ : 1 : 1362
तअबबअ : 1 : 1355
बबअलअ : 1 : 1355
वअसतऊ : 1 : 1351
तइनए : 1 : 1347
षअदअ : 1 : 1342
जएवहआ : 1 : 1339
ठअकअ : 1 : 1337
सएहई : 1 : 1337
यआचए : 1 : 1331
सउअं : 1 : 1331
शएतई : 1 : 1328
तएलअ : 1 : 1323
लहयआतअ : 1 : 1322
मआगई : 1 : 1321
गईलअ : 1 : 1321
वईजअ : 1 : 1320
रआठआ : 1 : 1316
सतआवअ : 1 : 1311
लहआपऊ : 1 : 1311
दएणए : 1 : 1301
मअगइ : 1 : 1299
अदयआ : 1 : 1293
दयआपअ : 1 : 1293
दआवआ : 1 : 1286
शएअ : 1 : 1286
घएणए : 1 : 1275
कऑअं : 1 : 1273
अंगरए : 1 : 1273
दएवए : 1 : 1268
वहआनअ : 1 : 1267
रषआतअ : 1 : 1262
मउलए : 1 : 1255
खआदयआ : 1 : 1252
कआरडअ : 1 : 1252
रधएतअ : 1 : 1243
शअहआ : 1 : 1226
हअकअ : 1 : 1223
लआकआ : 1 : 1215
चअवहआ : 1 : 1213
वहआणअ : 1 : 1213
तरआसअ : 1 : 1212
पआतरअ : 1 : 1210
रवआधइ : 1 : 1210
तअतअ : 1 : 1209
नओवहए : 1 : 1204
लयआणअ : 1 : 1202
सपअरधआ : 1 : 1202
मइळए : 1 : 1198
ळएलअ : 1 : 1198
पअशचइ : 1 : 1193
शचइमअ : 1 : 1193
रआणए : 1 : 1192
पअकरअ : 1 : 1182
मओडअ : 1 : 1180
सअचए : 1 : 1175
वअजई : 1 : 1172
उठअ : 1 : 1171
रअददअ : 1 : 1167
सओपअ : 1 : 1167
ळआलआ : 1 : 1165
सवईकआ : 1 : 1165
जअमअ : 1 : 1164
सआलई : 1 : 1162
रवओचचअ : 1 : 1159
षटरआतअ : 1 : 1158
चअढअ : 1 : 1155
परअणआ : 1 : 1152
णएशअ : 1 : 1151
मआझआ : 1 : 1151
रउगणअ : 1 : 1146
कआमए : 1 : 1145
सअंवआ : 1 : 1137
मआरचअ : 1 : 1133
कइमआ : 1 : 1131
सआयइ : 1 : 1130
तआबयआ : 1 : 1127
बयआतअ : 1 : 1127
लअतआ : 1 : 1122
तयआनउ : 1 : 1118
एशवअ : 1 : 1116
कआचअ : 1 : 1111
गअरदई : 1 : 1110
धओरअ : 1 : 1103
जयएषठअ : 1 : 1099
रवअजअ : 1 : 1098
जअनइ : 1 : 1098
षअतअ : 1 : 1097
भअकतअ : 1 : 1096
उचअ : 1 : 1096
टअतए : 1 : 1093
मअयअ : 1 : 1092
सओडऊ : 1 : 1089
इचछआ : 1 : 1087
जउलऐ : 1 : 1084
नएतरई : 1 : 1084
गरआमई : 1 : 1084
मईणअ : 1 : 1084
नअवहए : 1 : 1083
एपरइ : 1 : 1082
परइलअ : 1 : 1082
थआपइ : 1 : 1075
यएतयआ : 1 : 1074
ऑकटओ : 1 : 1071
कटओबअ : 1 : 1071
कऋषई : 1 : 1071
ऑगअ : 1 : 1069
गअसटअ : 1 : 1069
गआठअ : 1 : 1065
तइसआ : 1 : 1065
पअचए : 1 : 1063
तइकरइ : 1 : 1063
गअतए : 1 : 1056
कअठई : 1 : 1055
ठईणअ : 1 : 1055
एअं : 1 : 1052
जआरआ : 1 : 1047
वहइडइ : 1 : 1041
वहअतए : 1 : 1040
सउखअ : 1 : 1038
उतपअ : 1 : 1037
तपअननअ : 1 : 1037
चइनअ : 1 : 1035
ठआणए : 1 : 1033
वइशइ : 1 : 1033
जआणऊ : 1 : 1032
उभए : 1 : 1031
मआझई : 1 : 1029
सथअळअ : 1 : 1029
दउसथआ : 1 : 1029
सअपटए : 1 : 1028
पटएअं : 1 : 1028
गअपऊ : 1 : 1025
लअगई : 1 : 1023
मआहई : 1 : 1017
फएबरउ : 1 : 1017
बरउवआ : 1 : 1017
वअकतअ : 1 : 1016
कतअवयअ : 1 : 1016
तयआतऊ : 1 : 1009
वअटई : 1 : 1007
मअंजऊ : 1 : 1006
दएतए : 1 : 1005
मऑडए : 1 : 1005
शआरआ : 1 : 1001
सअणए : 1 : 1000
इलआ : 1 : 997
दऊधअ : 1 : 996
दअरजआ : 1 : 992
अचआ : 1 : 992
चआनअ : 1 : 992
मईवअ : 1 : 991
हआतई : 1 : 991
लअंबऊ : 1 : 990
बऊनअ : 1 : 990
कओसअ : 1 : 990
रवअचअ : 1 : 989
मआरआ : 1 : 988
हईहई : 1 : 984
सअतयअ : 1 : 978
वहअतई : 1 : 976
आशवआ : 1 : 969
दउषकआ : 1 : 966
षकआळअ : 1 : 966
कअसओ : 1 : 963
सओटई : 1 : 963
अंगई : 1 : 963
सअगई : 1 : 956
नअकओ : 1 : 955
मओरचआ : 1 : 955
रअसतआ : 1 : 952
मआणऊ : 1 : 952
णऊसअ : 1 : 952
मअधए : 1 : 952
बअतई : 1 : 946
सअणई : 1 : 942
इटई : 1 : 942
खअकअ : 1 : 941
दअंडअ : 1 : 939
हओणए : 1 : 938
कआणअ : 1 : 938
रईकषआ : 1 : 937
सवआतअं : 1 : 937
तअंतरयअ : 1 : 937
वहअतआ : 1 : 936
दएवई : 1 : 932
इनई : 1 : 931
दयअकई : 1 : 931
जएचअ : 1 : 918
टएकअ : 1 : 918
कअरनआ : 1 : 917
रनआटअ : 1 : 917
इपअ : 1 : 916
सअकषअ : 1 : 912
यआतई : 1 : 912
सआतआ : 1 : 911
हएचअ : 1 : 908
कओटअ : 1 : 907
जअमई : 1 : 907
षटईनए : 1 : 904
णआरथअ : 1 : 903
घआलऊ : 1 : 902
सओपए : 1 : 901
परआथअ : 1 : 900
थअमइ : 1 : 900
ओलअ : 1 : 900
